name,company_name,m2,gross_max_power,lon,lat,Punktgeometrie (als WKT)
Bucharest,MyServer,,,26.1241798,44.3754383,POINT (26.1241798 44.3754383)
Bucharest,Distinct,,,26.1172045,44.4194831,POINT (26.1172045 44.4194831)
Bucharest,AdNet Telecom,,,26.1625242,44.4355227,POINT (26.1625242 44.4355227)
Bucharest 3,Romtelecom Carrier Services,,,26.1128331,44.4134147,POINT (26.1128331 44.4134147)
Bucharest,OMV Petrom,,,26.0622822,44.4907708,POINT (26.0622822 44.4907708)
PROFISOL Bucharest,Profisol Telecom,,,26.0973669,44.437711,POINT (26.0973669 44.437711)
Bucharest 2,Romtelecom Carrier Services,,,26.1080129,44.4462647,POINT (26.1080129 44.4462647)
Bucharest,Pidgin Host S.R.L.,,,26.0062921,44.4391934,POINT (26.0062921 44.4391934)
Bucharest,CHML Web Services,,,26.0769719,44.4147857,POINT (26.0769719 44.4147857)
Sagamu,Equinix MainOne,,,3.6319131000000198,6.832201400000001,POINT (3.6319131000000198 6.832201400000001)
Enugu,MTN,,,7.493644099999983,6.432089100000001,POINT (7.493644099999983 6.432089100000001)
Kano,MTN,,,8.545821299999943,12.0087904,POINT (8.545821299999943 12.0087904)
Calabar,Nugi Technologies,,,8.341700599999967,4.9757165,POINT (8.341700599999967 4.9757165)
Warri,Equinix MainOne,,,5.793200800000022,5.5543995,POINT (5.793200800000022 5.5543995)
Abuja,Equinix MainOne,,,7.487066099999993,9.0501462,POINT (7.487066099999993 9.0501462)
Port Harcourt PoP,Interconnection Clearinghouse Nigeria Limited (ICN),,,7.005965699999933,4.805925500000001,POINT (7.005965699999933 4.805925500000001)
Port Harcourt,Equinix MainOne,,,7.038071599999967,4.8111432,POINT (7.038071599999967 4.8111432)
Sapele,Equinix MainOne,,,5.693135600000005,5.875076900000001,POINT (5.693135600000005 5.875076900000001)
Abuja,MTN,,,7.484744500000033,9.0726966,POINT (7.484744500000033 9.0726966)
NSSC,Galaxy Backbone,,,7.4837892000000465,9.070880199999998,POINT (7.4837892000000465 9.070880199999998)
Abuja PoP,Interconnection Clearinghouse Nigeria Limited (ICN),,,7.48753940000006,9.0693497,POINT (7.48753940000006 9.0693497)
Mabushi,Etisalat,,,7.442297000000053,9.0876182,POINT (7.442297000000053 9.0876182)
Lagos,Internet Solutions (IS),,,3.4400468999999703,6.4344135,POINT (3.4400468999999703 6.4344135)
Lagos,CenterServ,,,3.429542500000025,6.4514729,POINT (3.429542500000025 6.4514729)
Lekki Phase 1,Zeta-Web Business Solutions,,,3.466268600000035,6.4319922,POINT (3.466268600000035 6.4319922)
Victoria Island,Swift Networks,,,3.4210900000000493,6.4272703,POINT (3.4210900000000493 6.4272703)
Victoria Island,ipNX Nigeria Ltd,,,3.4365675999999894,6.4359752,POINT (3.4365675999999894 6.4359752)
Victoria Island,Internet Solutions Nigeria Limited (ISN),,,3.419519199999968,6.4252813,POINT (3.419519199999968 6.4252813)
Lagos PoP,Interconnection Clearinghouse Nigeria Limited (ICN),,,3.3943446000000677,6.448470500000001,POINT (3.3943446000000677 6.448470500000001)
Lagos,Excelsimo Networks,,,3.384612500000003,6.562252399999998,POINT (3.384612500000003 6.562252399999998)
Lekki Phase 1,Airtel Africa,,,3.469859000000042,6.438126199999999,POINT (3.469859000000042 6.438126199999999)
Lagos,21 Century Technologies,,,3.479474600000003,6.449195,POINT (3.479474600000003 6.449195)
Lagos (Chief Chuks Ikokwu Street),Equinix MainOne,1500,,3.5884657534118105,6.449536360407992,POINT (3.5884657534118105 6.449536360407992)
Nigeria,N+ONE Datacenters,,,3.379205700000057,6.5243793,POINT (3.379205700000057 6.5243793)
Lagos,MainData Nigeria Limited (MDX-i),3500,,3.4410687,6.4303906,POINT (3.4410687 6.4303906)
Lagos,Computer Warehouse Group,,,3.3792057,6.5243793,POINT (3.3792057 6.5243793)
15 Marina,Broadbased Communications Limited,,,3.3958333,6.4530556,POINT (3.3958333 6.4530556)
Lagos,Rack Centre,6000,6000,3.373282747637938,6.597906503567502,POINT (3.373282747637938 6.597906503567502)
Lagos,Globacom Limited,,,3.416109,6.4305198,POINT (3.416109 6.4305198)
Medallion Lagos,Medallion Communications,,,3.4212119,6.4269974,POINT (3.4212119 6.4269974)
Whangarei,Advanced Data Centres (ADC),,,174.3197925,-35.7219505,POINT (174.3197925 -35.7219505)
Chrischurch,Vocus Communications,,,172.5603023,-43.4914016,POINT (172.5603023 -43.4914016)
Albany,Vocus Communications,,,174.6960704,-36.750412,POINT (174.6960704 -36.750412)
Northcote Telehouse Centre,VectorFibre,,,174.752204,-36.789319,POINT (174.752204 -36.789319)
Hamilton,Data Vault,,,175.2245421,-37.7414792,POINT (175.2245421 -37.7414792)
Hamilton,WaikatoOne,,,175.3104713,-37.7784733,POINT (175.3104713 -37.7784733)
Tuakau,Hewlett Packard (HP),,,174.9438539,-37.2701927,POINT (174.9438539 -37.2701927)
Canterbury,Gen-i,,,172.6362254,-43.5320544,POINT (172.6362254 -43.5320544)
Hereford Street,Gen-i,,,172.6282774,-43.5320684,POINT (172.6282774 -43.5320684)
Hillmorton,Gen-i,,,172.5830532,-43.5569924,POINT (172.5830532 -43.5569924)
DataCentre220,Data Centre Limited (DataCentre220),,,174.7655604,-36.8492663,POINT (174.7655604 -36.8492663)
Airedale,Spark Digital,,,174.76460440000005,-36.85512010000001,POINT (174.76460440000005 -36.85512010000001)
Sky Tower,"Johnston, Dick & Associates (JDA)",,,174.76232460000006,-36.84837979999999,POINT (174.76232460000006 -36.84837979999999)
Auckland,Dimension Data,,,174.7620253,-36.8435707,POINT (174.7620253 -36.8435707)
Highbrook Business Park,IBM,,,174.8727858,-36.93931922,POINT (174.8727858 -36.93931922)
Auckland,HD,,,174.7021711,-36.7474377,POINT (174.7021711 -36.7474377)
Auckland,Acclivis Technologies and Solutions Pte Ltd,,,174.7626635,-36.8481244,POINT (174.7626635 -36.8481244)
Grafton,Data Vault,,,174.7644488,-36.8641309,POINT (174.7644488 -36.8641309)
Wellington,Netspace Services Limited,,,174.7816684,-41.2717293,POINT (174.7816684 -41.2717293)
Peshawar,The Peshawar Electric Supply Company (Pesco),,,71.5604879,34.022312,POINT (71.5604879 34.022312)
Lahore,PTCL,,,74.340683,31.54505,POINT (74.340683 31.54505)
Vision DC-1,Vision Telecom Private Limited,,,74.3206208,31.5016903,POINT (74.3206208 31.5016903)
Lahore,Wateen Telecom,,,74.2663272,31.4494311,POINT (74.2663272 31.4494311)
NEXNOC-1,NEXLINX,,,74.3615851,31.4669107,POINT (74.3615851 31.4669107)
Public and Private Cloud,CubeXS Weatherly (Pvt.) Ltd.,,,67.0262454,24.8147692,POINT (67.0262454 24.8147692)
Karachi,Cybernet,,,67.022133,24.8533762,POINT (67.022133 24.8533762)
Karachi,PTCL,,,67.0080645,24.8498013,POINT (67.0080645 24.8498013)
Islamabad,CenterServ,,,73.0543748,33.7191729,POINT (73.0543748 33.7191729)
CIS DataCenter,COMSATS Internet Services,,,73.0977558,33.7216516,POINT (73.0977558 33.7216516)
Islamabad,PTCL,,,73.0434794,33.6693472,POINT (73.0434794 33.6693472)
FortaTrust Panama,FortaTrust,,,-79.5687728,8.9833396,POINT (-79.5687728 8.9833396)
Cyber Cast Intl,Cyber Cast International,,,-79.520197,8.9862388,POINT (-79.520197 8.9862388)
Panama 2,KIO Networks,6000,,-79.5315398,9.0238187,POINT (-79.5315398 9.0238187)
Panamaserver.com,Panamaserver.com,,,-79.5280264,8.9889883,POINT (-79.5280264 8.9889883)
Panama 1,KIO Networks,6000,,-79.5315398,9.0238187,POINT (-79.5315398 9.0238187)
Panama City,Neutrona,,,-79.516667,8.983333,POINT (-79.516667 8.983333)
Panama City,Telecarrier,,,-79.5117752,9.012952,POINT (-79.5117752 9.012952)
Oman Data Park,Oman Data Park,1115,1600,58.50373415,23.61235267,POINT (58.50373415 23.61235267)
Oman,Oman Telecommunication Company,,,58.543333,23.600278,POINT (58.543333 23.600278)
Oslo - Fetsund,DigiPlex AS,2100,8400,11.219008700000018,59.9224243,POINT (11.219008700000018 59.9224243)
Oslo - Rosenholm,DigiPlex AS,1500,5500,10.7882094,59.8221063,POINT (10.7882094 59.8221063)
Rjukan,Green Mountain Data Centre,,,8.6141339,59.8800821,POINT (8.6141339 59.8800821)
Nethome DataCenter 1,ITsjefen AS,,,10.4027143,63.4409669,POINT (10.4027143 63.4409669)
Nethome DataCenter 2,ITsjefen AS,,,10.3987347,63.4378623,POINT (10.3987347 63.4378623)
Rennesoy,Green Mountain Data Centre,,,5.7588461,59.0688159,POINT (5.7588461 59.0688159)
GigaHost,GigaHost DA,,,10.2194444,59.1244141,POINT (10.2194444 59.1244141)
Oslo,Telia Carrier,,,10.7387413,59.9138204,POINT (10.7387413 59.9138204)
Forskningsparken Oslo,SSC Networks Norge AS,,,10.7156811,59.9423539,POINT (10.7156811 59.9423539)
Greenfield,Entra Eiendom AS,,,10.7522454,59.9138688,POINT (10.7522454 59.9138688)
Fjord IT,Fjord IT,1000,0,10.736029,59.9128683,POINT (10.736029 59.9128683)
Oslo,Webspesialisten,,,10.7522454,59.9138688,POINT (10.7522454 59.9138688)
Oslo,Rent a Rack,,,10.8092174,59.9259905,POINT (10.8092174 59.9259905)
Oslo - Ulven,DigiPlex AS,4200,7600,10.810183100000017,59.9247264,POINT (10.810183100000017 59.9247264)
OSL1,Vault AS,,,10.8000814,59.9265625,POINT (10.8000814 59.9265625)
Paris 4,Interxion,1300,,2.175201,48.8941565,POINT (2.175201 48.8941565)
Paris 1,Interxion,1400,,2.370954751968384,48.904237213685384,POINT (2.370954751968384 48.904237213685384)
Etix Lille #1,Etix Everywhere,240,,3.157860239,50.69924818,POINT (3.157860239 50.69924818)
Dublin 2,Keppel Data Centres Germany Holding GmbH,,,-6.361203981567314,53.406344250302716,POINT (-6.361203981567314 53.406344250302716)
Frankfurt,Telehouse,25000,,8.6282526,50.0961156,POINT (8.6282526 50.0961156)
Paris,Acropolis Telecom,,,2.4041229,48.8429188,POINT (2.4041229 48.8429188)
Marilyn,CELESTE,600,3000,2.5873335,48.8355532,POINT (2.5873335 48.8355532)
Sainghin en Mélantois,Alternative Data Center,1120,,3.136316,50.587965,POINT (3.136316 50.587965)
Equinix AM4,Equinix,11500,,4.960246,52.354612,POINT (4.960246 52.354612)
Atlanta 4,Equinix,,,-84.45326,33.89568,POINT (-84.45326 33.89568)
Atlanta 5,Equinix,,,-84.225924,33.937713,POINT (-84.225924 33.937713)
Boston 2,Equinix,,,-71.215612,42.55195,POINT (-71.215612 42.55195)
Culpeper 1,Equinix,,,-77.978324,38.454881,POINT (-77.978324 38.454881)
Culpeper 2,Equinix,,,-77.978324,38.454881,POINT (-77.978324 38.454881)
Culpeper 3,Equinix,,,-77.978324,38.454881,POINT (-77.978324 38.454881)
Culpeper 4,Equinix,,,-77.978324,38.454881,POINT (-77.978324 38.454881)
Dallas 9,Equinix,,,-96.912735,32.829674,POINT (-96.912735 32.829674)
Dublin 2,Equinix,,,-6.4055172,53.3238469,POINT (-6.4055172 53.3238469)
Dublin 1,Equinix,,,-6.419952,53.29597,POINT (-6.419952 53.29597)
Washington 13,Equinix,,,-77.475193,39.012562,POINT (-77.475193 39.012562)
Washington 14,Equinix,,,-77.510743,38.803287,POINT (-77.510743 38.803287)
Denver 2,Equinix,,,-104.858528,39.561485,POINT (-104.858528 39.561485)
Helsinki 1,Equinix,,,24.870576,60.220031,POINT (24.870576 60.220031)
Helsinki 3,Equinix,,,24.970241,60.186951,POINT (24.970241 60.186951)
Helsinki 4,Equinix,3600,10000,24.838479,60.284372,POINT (24.838479 60.284372)
Helsinki 5,Equinix,,,24.983615,60.220603,POINT (24.983615 60.220603)
Helsinki 6,Equinix,,,24.778567,60.203234,POINT (24.778567 60.203234)
Houston 1,Equinix,6000,,-95.364274,29.935891,POINT (-95.364274 29.935891)
Frankfurt 7,Equinix,,,8.644071,50.0968,POINT (8.644071 50.0968)
Los Angeles 7,Equinix,,,-118.303211,33.850012,POINT (-118.303211 33.850012)
London 9,Equinix,,,-0.2576332,51.5308468,POINT (-0.2576332 51.5308468)
Manchester 1,Equinix,,,-2.2462679,53.4790431,POINT (-2.2462679 53.4790431)
Manchester 3,Equinix,4320,,-2.2945906,53.4678924,POINT (-2.2945906 53.4678924)
Miami 1,Equinix,,,-80.193056,25.782365,POINT (-80.193056 25.782365)
Milan 2,Equinix,,,9.1523117,45.4503871,POINT (9.1523117 45.4503871)
Manchester 4,Equinix,,,-2.2381056,53.4621066,POINT (-2.2381056 53.4621066)
Milan 3,Equinix,,,9.197159,45.461527,POINT (9.197159 45.461527)
Milan 4,Equinix,,,9.243668,45.512479,POINT (9.243668 45.512479)
New York 11,Equinix,,,-74.243533,40.584754,POINT (-74.243533 40.584754)
New York 12,Equinix,,,-74.495763,40.544646,POINT (-74.495763 40.544646)
New York 13,Equinix,,,-73.821064,41.072201,POINT (-73.821064 41.072201)
Paris 5,Equinix,,,2.371076,48.902575,POINT (2.371076 48.902575)
Paris 6,Equinix,3400,,2.367432,48.9102712,POINT (2.367432 48.9102712)
Paris 7,Equinix,,,2.256808,48.904405,POINT (2.256808 48.904405)
Stockholm 1,Equinix,,,17.955975,59.362245,POINT (17.955975 59.362245)
Stockholm 2,Equinix,,,18.105497,59.264899,POINT (18.105497 59.264899)
Stockholm 3,Equinix,,,17.876034,59.390146,POINT (17.876034 59.390146)
Sao Paulo 4,Equinix,,,-46.8215614,-23.4978889,POINT (-46.8215614 -23.4978889)
Silicon Valley 10,Equinix,,,-121.781848,37.242607,POINT (-121.781848 37.242607)
Silicon Valley 13,Equinix,,,-121.895312,37.400086,POINT (-121.895312 37.400086)
Silicon Valley 15,Equinix,,,-121.988657,37.375462,POINT (-121.988657 37.375462)
Silicon Valley 16,Equinix,,,-121.98864,37.376085,POINT (-121.98864 37.376085)
Silicon Valley 17,Equinix,,,-121.988505,37.376602,POINT (-121.988505 37.376602)
Seattle 4,Equinix,,,-122.247979,47.42118,POINT (-122.247979 47.42118)
Frankfurt 2,Equinix,,,8.739973,50.144227,POINT (8.739973 50.144227)
New York 5,Equinix,5789,,-74.072375,40.778204,POINT (-74.072375 40.778204)
Zurich 5,Equinix,6670,,8.461275,47.406047,POINT (8.461275 47.406047)
Iomart Manchester,iomart,278,,-2.247926,53.479251,POINT (-2.247926 53.479251)
Frankfurt 4,Interxion,1400,,8.73518,50.11893,POINT (8.73518 50.11893)
Amsterdam 3,Interxion,3000,,4.770190716,52.28445042,POINT (4.770190716 52.28445042)
Amsterdam 6,Interxion,4400,,4.7659891,52.2852573,POINT (4.7659891 52.2852573)
Amsterdam 7,Interxion,7600,25000,4.765250086784363,52.281237581286355,POINT (4.765250086784363 52.281237581286355)
Amsterdam 8,Interxion,7900,25000,4.742531776428223,52.276508145010304,POINT (4.742531776428223 52.276508145010304)
Frankfurt 10,Interxion,4800,,8.738470673561096,50.11953591033483,POINT (8.738470673561096 50.11953591033483)
Frankfurt 11,Interxion,4800,,8.739162683486938,50.11978700051717,POINT (8.739162683486938 50.11978700051717)
7401 E. Ben White Boulevard,Digital Realty Trust,6200,2400,-97.695008,30.21498,POINT (-97.695008 30.21498)
Frankfurt 7,Interxion,1500,,8.734689999999999,50.11964,POINT (8.734689999999999 50.11964)
London 2,Interxion,1500,,-0.07241964340209961,51.52118776072269,POINT (-0.07241964340209961 51.52118776072269)
Frankfurt 9,Interxion,800,,8.736936450004578,50.1195875043154,POINT (8.736936450004578 50.1195875043154)
Tokyo 10,Equinix,,,139.73789829999998,35.71199740000001,POINT (139.73789829999998 35.71199740000001)
Tokyo 8,Equinix,,,139.7418348,35.62210269999999,POINT (139.7418348 35.62210269999999)
Tokyo 7,Equinix,,,139.74818700000003,35.6229555,POINT (139.74818700000003 35.6229555)
Tokyo 6,Equinix,,,139.74818700000003,35.6229555,POINT (139.74818700000003 35.6229555)
Silicon Valley 14,Equinix,,,-121.9885208,37.374903,POINT (-121.9885208 37.374903)
Washington 12,Equinix,,,-77.4505613,39.0222419,POINT (-77.4505613 39.0222419)
London 8,Equinix,,,-0.014326900000014575,51.49884230000001,POINT (-0.014326900000014575 51.49884230000001)
Sao Paulo 3,Equinix,,,-46.86319359999999,-23.4661188,POINT (-46.86319359999999 -23.4661188)
Warsaw 1,Equinix,,,21.00410379999994,52.2276365,POINT (21.00410379999994 52.2276365)
Bogota,Equinix,,,-74.04676890000002,4.690817999999999,POINT (-74.04676890000002 4.690817999999999)
Jakarta,Equinix,1700,,107.13718849999998,-6.3127347,POINT (107.13718849999998 -6.3127347)
Warsaw 2,Equinix,1200,,21.003348800000026,52.1548335,POINT (21.003348800000026 52.1548335)
Sao Paulo,Equinix,,,-46.635774500000025,-23.5461018,POINT (-46.635774500000025 -23.5461018)
Dublin 4,Equinix,,,-6.350661599999967,53.4140867,POINT (-6.350661599999967 53.4140867)
Dublin 3,Equinix,,,-6.350661599999967,53.4140867,POINT (-6.350661599999967 53.4140867)
Istanbul,SadeceHosting Internet Services Ltd,,,28.932815000000005,41.03794,POINT (28.932815000000005 41.03794)
Sterling 1,CyrusOne,22297,,-77.41380959999998,39.0258274,POINT (-77.41380959999998 39.0258274)
Sterling 2,CyrusOne,11148,,-77.41380959999998,39.0258274,POINT (-77.41380959999998 39.0258274)
1 Foxboro Rd,Digital Realty Trust,,,-0.1601729000000205,51.2454963,POINT (-0.1601729000000205 51.2454963)
2 Foxboro Rd,Digital Realty Trust,,,-0.1603056999999808,51.2453829,POINT (-0.1603056999999808 51.2453829)
"Napier Way, Principle Park, Crawley Building 1",Digital Realty Trust,,,-0.17102399999998852,51.1283727,POINT (-0.17102399999998852 51.1283727)
1210 Integrity Drive,Digital Realty Trust,10500,50400,-96.71454169999998,32.96541360000001,POINT (-96.71454169999998 32.96541360000001)
1215 Integrity Drive,Digital Realty Trust,3500,6000,-96.71454169999998,32.96541360000001,POINT (-96.71454169999998 32.96541360000001)
Melbourne,NTT,6000,,144.96305600000005,-37.81361100000001,POINT (144.96305600000005 -37.81361100000001)
Sydney,NTT,22043,,151.20929550000005,-33.8688197,POINT (151.20929550000005 -33.8688197)
Paris 2,NTT,,,2.3037885999999617,48.87148479999999,POINT (2.3037885999999617 48.87148479999999)
Noida,NTT,1115,,77.39102649999995,28.5355161,POINT (77.39102649999995 28.5355161)
Jakarta 2,NTT,7700,20400,106.83409110000002,-6.186486399999999,POINT (106.83409110000002 -6.186486399999999)
Manila Makati,NTT,,,121.02444519999995,14.554729,POINT (121.02444519999995 14.554729)
Manila Pasig,NTT,,,121.08510969999998,14.5763768,POINT (121.08510969999998 14.5763768)
Madrid 2,NTT,,,-3.7037901999999576,40.4167754,POINT (-3.7037901999999576 40.4167754)
Bangkok 2,NTT,,,100.98467170000004,13.3611431,POINT (100.98467170000004 13.3611431)
California Sacramento 1,NTT,,,-121.49439960000001,38.58157189999999,POINT (-121.49439960000001 38.58157189999999)
California Sacramento 2,NTT,,,-121.49439960000001,38.58157189999999,POINT (-121.49439960000001 38.58157189999999)
California Sacramento 3,NTT,4181,,-121.49439960000001,38.58157189999999,POINT (-121.49439960000001 38.58157189999999)
Texas Dallas,NTT,18581,,-96.63888329999997,32.91262400000001,POINT (-96.63888329999997 32.91262400000001)
Virginia Ashburn 1,NTT,13935,28400,-77.48744160000001,39.0437567,POINT (-77.48744160000001 39.0437567)
Virginia Ashburn 2,NTT,13006,28400,-77.48744160000001,39.0437567,POINT (-77.48744160000001 39.0437567)
Hanoi Tang Long,NTT,,,105.83989199999996,21.0369234,POINT (105.83989199999996 21.0369234)
Guangzhou,GDS Services,,,113.26438499999995,23.12911,POINT (113.26438499999995 23.12911)
Shenzhen 3,GDS Services,,,114.05786499999999,22.543096,POINT (114.05786499999999 22.543096)
New Delhi 3,ST Telemedia GDC,,,77.20902120000005,28.6139391,POINT (77.20902120000005 28.6139391)
Defu 1,ST Telemedia GDC,5795,24000,103.89159700000005,1.349427,POINT (103.89159700000005 1.349427)
Defu 2,ST Telemedia GDC,5120,24000,103.89180290000002,1.3495576,POINT (103.89180290000002 1.3495576)
Jurong,ST Telemedia GDC,,,103.74355220000007,1.3328572,POINT (103.74355220000007 1.3328572)
MediaHub,ST Telemedia GDC,10113,30000,103.79393616375432,1.2934754883215103,POINT (103.79393616375432 1.2934754883215103)
Bangalore,Digital Ocean,,,77.59456269999998,12.9715987,POINT (77.59456269999998 12.9715987)
Markham,IBM,5842,6000,-79.31555129999998,43.8382484,POINT (-79.31555129999998 43.8382484)
Luxembourg Campus,DATA4,3000,3000,6.115898099999981,49.5817618,POINT (6.115898099999981 49.5817618)
Paris Campus,DATA4,15000,22000,2.231576200000063,48.6446388,POINT (2.231576200000063 48.6446388)
New Jersey 3,Cologix,5000,,-74.41890699999999,40.85708399999999,POINT (-74.41890699999999 40.85708399999999)
Charlotte Workgroup,Sungard,348,,-80.86923100000001,35.388033,POINT (-80.86923100000001 35.388033)
Borehamwood,Sungard,279,,-0.2604874999999538,51.6599026,POINT (-0.2604874999999538 51.6599026)
Birmingham,Sungard,12000,1275,-1.930860100000018,52.43180519999999,POINT (-1.930860100000018 52.43180519999999)
Park West,Sungard,237,,-6.374592699999994,53.3309033,POINT (-6.374592699999994 53.3309033)
Warrington,Sungard,152,,-2.6176256999999623,53.4172898,POINT (-2.6176256999999623 53.4172898)
Profile Park,Sungard,1858,,-6.4526021000000355,53.3169462,POINT (-6.4526021000000355 53.3169462)
Toronto TOR-371 Data Center,Sungard,1858,,-79.3234852,43.8383457,POINT (-79.3234852 43.8383457)
Toronto TOR-2330 Workgroup,Sungard,1828,1275,-79.75015059999998,43.59824219999999,POINT (-79.75015059999998 43.59824219999999)
Montreal Workgroup,Sungard,657,,-73.7090642,45.48987819999999,POINT (-73.7090642 45.48987819999999)
Chennai,Sungard,,,80.27071840000008,13.0826802,POINT (80.27071840000008 13.0826802)
Thane,Sungard,,,72.97808970000006,19.2183307,POINT (72.97808970000006 19.2183307)
Mumbai,Sungard,,,72.87765590000004,19.0759837,POINT (72.87765590000004 19.0759837)
Noida,Sungard,,,77.39102649999995,28.5355161,POINT (77.39102649999995 28.5355161)
Pune,Sungard,,,73.85674369999992,18.5204303,POINT (73.85674369999992 18.5204303)
City of London,Sungard,1424,,-0.07275159999994685,51.5130577,POINT (-0.07275159999994685 51.5130577)
Elland,Sungard,1115,7650,-1.8226360999999542,53.6929904,POINT (-1.8226360999999542 53.6929904)
Leatherhead,Sungard,232,,-0.33616059999997105,51.2970723,POINT (-0.33616059999997105 51.2970723)
Leicester Recovery,Sungard,305,,-1.1913881000000401,52.613524,POINT (-1.1913881000000401 52.613524)
Livingston,Sungard,305,,-3.482112499999971,55.87697259999999,POINT (-3.482112499999971 55.87697259999999)
Stockholm 1,Sungard,,0,18.068580800000063,59.32932349999999,POINT (18.068580800000063 59.32932349999999)
Woking,Sungard,2250,94000,-0.5849706999999853,51.3242627,POINT (-0.5849706999999853 51.3242627)
Santa Clara Data Center,Sungard,325,10200,-121.95523559999998,37.35410789999999,POINT (-121.95523559999998 37.35410789999999)
21635 Red Rum Dr,Zayo Group LLC,3252,40000,-77.48158030000002,39.0159656,POINT (-77.48158030000002 39.0159656)
6900 S Peoria St,Zayo Group LLC,2044,10000,-104.84696450000001,39.59127419999999,POINT (-104.84696450000001 39.59127419999999)
840 S Canal St,Zayo Group LLC,1394,2000,-87.640085,41.87088300000001,POINT (-87.640085 41.87088300000001)
1100 Empire Central Place,Zayo Group LLC,3345,900,-96.87356690000001,32.8217601,POINT (-96.87356690000001 32.8217601)
6606 LBJ Fwy,Zayo Group LLC,1329,2000,-96.79139409999999,32.9230277,POINT (-96.79139409999999 32.9230277)
393 Inverness Pkwy,Zayo Group LLC,2323,5200,-104.86655380000002,39.56411190000001,POINT (-104.86655380000002 39.56411190000001)
17222 Von Karman Ave,Zayo Group LLC,3530,6000,-117.84051799999997,33.690423,POINT (-117.84051799999997 33.690423)
17400 Von Karman Ave,Zayo Group LLC,2787,10000,-117.84242979999999,33.6878263,POINT (-117.84242979999999 33.6878263)
12270 World Trade Drive,Zayo Group LLC,813,25000,-117.0732696,32.98864650000001,POINT (-117.0732696 32.98864650000001)
9606 Aero Drive,Zayo Group LLC,279,1000,-117.12093970000001,32.8098127,POINT (-117.12093970000001 32.8098127)
5101 Lafayette St.,Zayo Group LLC,1301,,-121.96597739999999,37.4073035,POINT (-121.96597739999999 37.4073035)
151 Front St W ,Zayo Group LLC,929,900,-79.3839562,43.64476799999999,POINT (-79.3839562 43.64476799999999)
700 Austin Ave,Zayo Group LLC,3159,4000,-97.13342920000002,31.5549402,POINT (-97.13342920000002 31.5549402)
7579 W 103rd Ave,Zayo Group LLC,697,1125,-105.08031299999999,39.884557,POINT (-105.08031299999999 39.884557)
1150 White Street SW,Zayo Group LLC,1675,,-84.42537649999997,33.7345264,POINT (-84.42537649999997 33.7345264)
16 Avenue De LÉurope,Zayo Group LLC,3252,20000,2.263497599999937,48.90718829999999,POINT (2.263497599999937 48.90718829999999)
1 Summer St.,Zayo Group LLC,559,797,-71.06027080000001,42.3546992,POINT (-71.06027080000001 42.3546992)
1100 White St. SW,Zayo Group LLC,4181,12000,-84.42571190000001,33.7338949,POINT (-84.42571190000001 33.7338949)
1808 Swift Dr.,Zayo Group LLC,7990,5000,-87.92098399999998,41.8538002,POINT (-87.92098399999998 41.8538002)
3110 N. Central Ave.,Zayo Group LLC,743,2400,-112.07644849999997,33.4846287,POINT (-112.07644849999997 33.4846287)
3311 S. 120th,Zayo Group LLC,1208,4000,-122.290569,47.4950267,POINT (-122.290569 47.4950267)
36 NE 2nd St.,Zayo Group LLC,186,1062,-80.1929586,25.7758109,POINT (-80.1929586 25.7758109)
600 S Federal St.,Zayo Group LLC,743,2000,-87.62992780000002,41.8743023,POINT (-87.62992780000002 41.8743023)
707 Wilshire Blvd.,Zayo Group LLC,492,400,-118.25708959999997,34.0492638,POINT (-118.25708959999997 34.0492638)
7185 Pollock Drive,Zayo Group LLC,2787,2800,-115.14556319999997,36.0591179,POINT (-115.14556319999997 36.0591179)
7218 McNeil Drive,Zayo Group LLC,743,2600,-97.76610949999997,30.4360343,POINT (-97.76610949999997 30.4360343)
800 E Business Center Dr.,Zayo Group LLC,2601,4000,-87.9235473,42.0780546,POINT (-87.9235473 42.0780546)
740 Notre Dame St West,Zayo Group LLC,1301,4000,-73.5600973,45.4993328,POINT (-73.5600973 45.4993328)
8600 Harry Hines Blvd.,Zayo Group LLC,1115,1500,-96.8651524,32.8385676,POINT (-96.8651524 32.8385676)
Seattle,Equinix,6521,,-122.24766299999999,47.421673,POINT (-122.24766299999999 47.421673)
Paris,Verizon,,,2.3630560999999943,48.911058,POINT (2.3630560999999943 48.911058)
Canaberra,Verizon,600,3600,149.1809204,-35.32275119999999,POINT (149.1809204 -35.32275119999999)
Dublin,Verizon,750,2250,-6.219909199999961,53.4064195,POINT (-6.219909199999961 53.4064195)
Frankfurt,Verizon,1150,1125,8.62841119999996,50.09610900000001,POINT (8.62841119999996 50.09610900000001)
Melbourne,Verizon,1000,,144.95159030000002,-37.8125818,POINT (144.95159030000002 -37.8125818)
Milan,Verizon,010000,13500,9.173462299999983,45.4606034,POINT (9.173462299999983 45.4606034)
NAP of Istanbul,Verizon,1600,1008,28.827088000000003,40.9934277,POINT (28.827088000000003 40.9934277)
NAP of Madrid,Verizon,1000,,-3.6277800000000298,40.44018,POINT (-3.6277800000000298 40.44018)
Singapore,Verizon,,,103.81983600000001,1.352083,POINT (103.81983600000001 1.352083)
Sydney,Verizon,2300,,151.1946335,-33.8722951,POINT (151.1946335 -33.8722951)
Tokyo,Verizon,400,,139.69170639999993,35.6894875,POINT (139.69170639999993 35.6894875)
